title,building1,building2,price,bedroom,bathroom,area
Unfurnished and Spacious Type 6 with Lake View,JLT Jumeirah Lake Towers,Icon Tower 1,55000,1 Bedrooms,2 Bathrooms,814,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/19/unfurnished-and-spacious-type-6-with-lake--2/
amazing 1 bedroom apartment for rent near metro,JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,1 Bathrooms,650,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/18/amazing-1-bedroom-apartment-for-rent-near--2/
Vacant| One Bed| Lake Point Tower | Fitted Kitchen,JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,1 Bathrooms,815,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/17/vacant-one-bed-lake-point-tower-fitted-kit-2/
Cheapest 1BR|Higher Floor|Multiple Cheques,JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,650,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/15/cheapest-1br-higher-floor-multiple-cheques-2/
Brand New 1BR apt in Dubai Gate 2!!,JLT Jumeirah Lake Towers,Dubai Gate 2,55000,1 Bedrooms,2 Bathrooms,777,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/13/brand-new-1br-apt-in-dubai-gate-2--2/
CHEAPEST 1 BED IN LAKE CITY TOWER OPPOSITE TO METRO STATION 55K,JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/13/cheapest-1-bed-in-lake-city-tower-opposite-2/
"Best deal in lakepoint 1b/room with balcony, Vacant",JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,863,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/12/lake-city-1br-1-12-bath-863-sq-ft-fully-fu-2/
LARGE 1 BED APT IN LAKE POINT TOWER ONLY IN 55K,JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/12/large-1-bed-apt-in-lake-point-tower-only-i-2/
"1 bedroom for Rent in Lake City , JLT",JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,664,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/1-bedroom-for-rent-in-lake-city-jlt-2/
BEST Offer! Well-Maintained Fully Furnished 1 BHK in JLT,JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,1 Bathrooms,500,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/10/well-maintained-fully-furnished-1-bhk-in-j-2/
**Best price 1 bedroom for rent in JLT**,JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,729,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/10/-best-price-1-bedroom-for-rent-in-jlt--2/
Large 1 Bed | Well maintained | Vacant | Ready to Move in,JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,1 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/large-1-bed-well-maintained-vacant-ready-t-2/
Upgraded 1 Bed | Unfurnished | Lake View,JLT Jumeirah Lake Towers,Icon Tower 1,55000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/upgraded-1-bed-unfurnished-lake-view-2/
1 Bedroom | Community View | Lake Point | JLT For Rent,JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/1-bedroom-community-view-lake-point-jlt-fo-2/
1 B/R Apartment Close to metro - Lake view,JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/1-br-apartment-close-to-metro-lake-view-2/
Lake View I 1 BR I Deal Of the Day I JLT,JLT Jumeirah Lake Towers,Dubai Gate 2,55000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/lakeview-i-1-br-i-spacious-balcony-i-jlt-2/
"55,000 / -  FURNISHED 1 BED NEXT TO JLT METRO ( MULTIPLE OPTIONS )",JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/55-000-1-bed-next-to-jlt-metro-2/
AC free 1BR for rent in jlt concord tower,JLT Jumeirah Lake Towers,Concorde,55000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/ac-free-1br-for-rent-in-jlt-concord-tower-2-2/
1 BED APT FULLY FURNISH ON 55K 4 CHEQUES,JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-bed-in-lake-city-fully-furnish-only-55k--2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
"1 Bedroom for Rent in Lake point, JLT",JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,2 Bathrooms,866,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-bedroom-for-rent-in-lake-point-jlt-2/
Lake View - Near Metro 1 Bedroom+Hall with Balcony,JLT Jumeirah Lake Towers,,55000,1 Bedrooms,2 Bathrooms,722,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/30/apartment-1-bedroom-super-delux-high-floor-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Biggest 1Bed Best Tower in JLT Al Sheraa,JLT Jumeirah Lake Towers,Al Shera,75000,1 Bedrooms,2 Bathrooms,1021,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/biggest-1bed-best-tower-in-al-sheraa-jlt-2/
4 PAYMENT BEST LOCATION 1 BHK IN JLT NEAR METRO,JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/4-payment-best-location-1-bhk-in-jlt-near--2/
"55,000 /-   1 BEDROOM",JLT Jumeirah Lake Towers,,55000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/52-000-1-bedroom-2/
1bed with balcony next to metro,JLT Jumeirah Lake Towers,Lake City,55000,1 Bedrooms,2 Bathrooms,731,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/1bed-with-balcony-next-to-metro-2/
1B/R  FOR RENT IN LAKE POINT TOWER - JLT,JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/1br-for-rent-in-lake-point-tower-jlt-2/
"Dubai Gate1, High Floor 1bed facing SHZ Road for 56k!",JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,2 Bathrooms,450,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/dubai-gate1-high-floor-1bed-facing-shz-roa-2/
Lowest Large 1BR in JLT| Lake Point Tower,JLT Jumeirah Lake Towers,Icon Tower 1,55000,1 Bedrooms,2 Bathrooms,973,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/lowest-large-1br-in-jlt-lake-point-tower-2/
PROPER 1 BHK LAYOUT IN JLT DUBAI GATE 1 CLOSE TO METRO,JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/proper-1-bhk-layout-in-jlt-dubai-gate-1-cl-2/
1 BHK UNFURNISHED IN DUBAI GATE 1 CLOSE TO METRO,JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/1-bhk-unfurnished-in-dubai-gate-1-close-to-2-2/
Spacious 1 Bedroom Apartment for Rent Lake Point Tower JLT,JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,1 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/spacious-1-bedroom-apartment-for-rent-in-l-2/
Amazing 1 Bedroom in Icon Tower 2 - Full Lake View,JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,840,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/amazing-1-bedroom-in-icon-tower-2-vacant-f-2/
"SPACIOUS 1BR FOR RENT IN JLT LAKE POINT TOWER,,55k",JLT Jumeirah Lake Towers,Lake Point,55000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/spacious-1br-for-rent-in-jlt-lake-point-to-2/
"Beautiful 1BHK With Lake View, 750 Sq Ft, 55k",JLT Jumeirah Lake Towers,Global Lake View,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/beautiful-1bhk-with-lake-view-750-sq-ft-55-2/
1 bedroom apartment next to metro station,JLT Jumeirah Lake Towers,Al Waleed Paradise,55000,1 Bedrooms,2 Bathrooms,664,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/1-bedroom-apartment-next-to-metro-station-2/
1bhk on Middle Floor with two balconies Close to  Metro,JLT Jumeirah Lake Towers,Icon Tower 1,55000,1 Bedrooms,1 Bathrooms,692,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/1bhk-on-middle-floor-close-to-metro-2/
Brighthuge Studio Apt for Rent | Vacant,JLT Jumeirah Lake Towers,Saba Tower 2,55000,1 Bedrooms,1 Bathrooms,538,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/brighthuge-studio-apt-for-rent-vacant-2/
SMALL 1 BHK FULLY FURNISHED 55000/4 cheques,JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,1 Bathrooms,600,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/8/small-1-bhk-fully-furnished-2/
1 BedRoom For Rent in JLT (near metro) Just @55K,JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,1 Bathrooms,720,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/14/1-bedroom-for-rent-in-jlt-near-metro-just--2/
!! 1 Bedroom Furnished for Rent in JLT  Near Metro just @ 50K !!,JLT Jumeirah Lake Towers,Dubai Gate 1,55000,1 Bedrooms,1 Bathrooms,600,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/10/-1-bedroom-for-rent-jlt-in-near-metro-just-2/
Lovely One BR JLT Al Waleed Paradise Garden View,JLT Jumeirah Lake Towers,Al Waleed Paradise,55000,1 Bedrooms,2 Bathrooms,638,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/2/lovely-one-br-jlt-al-waleed-paradise-garde-2/
Very Nice 1 Bedroom Available for rent in Icon Tower 2 Jumeirah Lake Tower,JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,1 Bathrooms,713,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/28/very-nice-1-bedroom-available-for-rent-in--2/
FURNISHED 1 BED ON JLT METRO STATION,JLT Jumeirah Lake Towers,Lake City,56000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/27/furnished-1-bed-on-jlt-metro-station-2/
LESS PRICE - 1 BED FULLY FURNISHED IN JLT,JLT Jumeirah Lake Towers,Lake City,56000,1 Bedrooms,2 Bathrooms,785,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/20/less-price-1-bed-fully-furnished-in-jlt-2/
"1BR,05 Series,Lake View in Lake City Tower",JLT Jumeirah Lake Towers,Lake City,56000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/16/1br-05-series-lake-view-in-lake-city-tower-2/
"JLT Amazing deal, Large size 1 BR with balcony for rent",JLT Jumeirah Lake Towers,Lake Point,56000,1 Bedrooms,2 Bathrooms,910,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/5/jlt-amazing-deal-large-size-1-br-with-balc-2/
HUGE 1BR LAKE POINT-JLT-57k 4 CHQS-900SQFT!!,JLT Jumeirah Lake Towers,Lake Point,57000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/15/huge-1br-lake-point-jlt-57k-4-chqs-900sqft-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
1BR Duplex apt for rent in X1|High floor,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,971,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/1br-duplex-apt-for-rent-in-x1-high-floor-2/
1 BEDROOM HIGH FLOOR READY TO MOVE ( UNFURNISHED ),JLT Jumeirah Lake Towers,Concorde,57000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/15/65k-6-chqs-1-bedroom-high-floor-ready-to-m-2/
"1 bed room in Lake Point Tower JLT for rent AED 57,000/4",JLT Jumeirah Lake Towers,Lake Point,57000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/3/1-bed-room-in-lake-point-tower-jlt-for-ren-2/
Well- Maintained 1 Bedroom,JLT Jumeirah Lake Towers,Lake Point,57000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/well-maintained-1-bedroom-with-balcony-2/
CHILLER FREE 1 BED ROOM WITH BALCONY IN JLT,JLT Jumeirah Lake Towers,Concorde,57000,1 Bedrooms,2 Bathrooms,720,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/chiller-free-1-bed-room-with-balcony-in-jl-2/
Great Deal | 1 BR apartment | Beautiful Canal view,JLT Jumeirah Lake Towers,Icon Tower 2,57000,1 Bedrooms,2 Bathrooms,852,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/amazing-canal-amp-stable-view-large-1-br-2/
1 BEDROOM APARTMENT FOR RENT | LAKE POINT TOWER JLT,JLT Jumeirah Lake Towers,Lake Point,57000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/1-bedroom-apartment-for-rent-lake-point-to-2/
Upgraded 1 Bed | Unfurnished | Lake View,JLT Jumeirah Lake Towers,Icon Tower 2,57000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/13/upgraded-1-bed-unfurnished-lake-view-2/
Fancy 1BR | Balcony | Dubai Gate 1 | JLT,JLT Jumeirah Lake Towers,Dubai Gate 1,57000,1 Bedrooms,1 Bathrooms,533,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/fancy-1br-balcony-dubai-gate-1-jlt-2/
Cheapest 1 bedroom in Lake point tower available for rent..,JLT Jumeirah Lake Towers,Lake Point,57000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/14/cheapest-1-bedroom-in-lake-point-tower-ava-2/
Affordable 1 Bedroom With Amazing Marina SZR View,JLT Jumeirah Lake Towers,Armada 1,57999,1 Bedrooms,4 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/affordable-1-bedroom-with-amazing-marina-s-2/
Spacious Unit at Icon Tower Near the Metro,JLT Jumeirah Lake Towers,Icon Tower 1,58000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/spacious-unit-at-icon-tower-near-the-metro-2/
Amazing 1 BHK with Full Lake View close to JLT MS,JLT Jumeirah Lake Towers,Lake City,58000,1 Bedrooms,2 Bathrooms,664,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/amazing-1-bhk-with-full-lake-view-close-to-2/
1BHK | JLT METRO STATION| MARINA VIEW,JLT Jumeirah Lake Towers,Lake City,58000,1 Bedrooms,2 Bathrooms,665,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/1bhk-jlt-metro-station-marina-view-2/
"Fully Furnished, 1 bedroom, hall and kitchen. JLT",JLT Jumeirah Lake Towers,Dubai Gate 1,58000,1 Bedrooms,1 Bathrooms,500,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/fully-furnished-1-bedroom-hall-and-kitchen-2/
Unfurnished 1BR Apt with Full Lake View.,JLT Jumeirah Lake Towers,Icon Tower 1,58000,1 Bedrooms,1 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/unfurnished-1br-apt-with-full-lake-view-2/
4 payments I 1br  hall I Icon Tower 1 I JLT,JLT Jumeirah Lake Towers,Icon Tower 1,58000,1 Bedrooms,2 Bathrooms,748,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/25/4-payments-i-1br-hall-i-icon-tower-1-i-jlt-2/
Amazing Marina View 1 Bedroom Armada 1,JLT Jumeirah Lake Towers,Armada 1,58000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/amazing-marina-view-1-bedroom-armada-1-2/
CHEAPEST / CHILLER FREE 1BHK FOR RENT IN JLT FOR AED 58K,JLT Jumeirah Lake Towers,,58000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/cheapest-chiller-free-1bhk-for-rent-in-jlt-2/
semi  furnished 1 bhk in JLT for 58k only,JLT Jumeirah Lake Towers,Lake Point,58000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/10/semi-furnished-1-bhk-in-jlt-for-58k-only-2/
High Floor | Large One Bedroom | With Balcony,JLT Jumeirah Lake Towers,,58000,1 Bedrooms,2 Bathrooms,1158,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/high-floor-large-one-bedroom-with-balcony-2/
Lake City | Cluster D  | Fully Furnished,JLT Jumeirah Lake Towers,Lake City,58000,1 Bedrooms,2 Bathrooms,670,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/lake-city-cluster-d-fully-furnished-2/
Spacious : High Floor 1 Bedroom with Balcony Icon Tower JLT,JLT Jumeirah Lake Towers,Icon Tower 1,58000,1 Bedrooms,2 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/spacious-high-floor-1-bedroom-with-balcony-2/
1BR Available For Rent In Lake Terrace.!,JLT Jumeirah Lake Towers,Lake Terrace,58000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/1br-available-for-rent-in-lake-terrace--2/
1 BHK,JLT Jumeirah Lake Towers,Dubai Gate 1,58000,1 Bedrooms,1 Bathrooms,500,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/1-bhk-2-3/
1BHK | JLT METRO STATION| MARINA VIEW,JLT Jumeirah Lake Towers,Lake City,58000,1 Bedrooms,2 Bathrooms,665,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/1bhk-jlt-metro-station-marina-view-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
Amazing 1 BHK with Full Lake View close to JLT MS,JLT Jumeirah Lake Towers,Lake City,58000,1 Bedrooms,2 Bathrooms,664,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/amazing-1-bhk-with-full-lake-view-close-to-2/
