title,building1,building2,price,bedroom,bathroom,area
Grasp Deal ! Beautihul 1Br apartment in PINNACLE TOWER,Dubai Marina,Marina Pinnacle,60000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/grasp-deal-beautihul-1br-apartment-in-pinn-2/
EXCLUSIVE UNIT MARINA VIEW 1 BR IN MARINA DIAMOND 2,Dubai Marina,Marina Diamond 2,60000,1 Bedrooms,1 Bathrooms,647,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/exclusive-unit-marina-view-1-br-in-marina--2/
1BR | Dubai Marina | Near Metro | Vacant,Dubai Marina,Marina Diamond 6,60000,1 Bedrooms,1 Bathrooms,714,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/1br-dubai-marina-near-metro-vacant-2/
EXCLUSIVE UNIT 1 BEDROOM JLT LAKE VIEW - FOR FOR RENT IN MARINA DIAMOND 4,Dubai Marina,Marina Diamond 4,60000,1 Bedrooms,1 Bathrooms,647,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/exclusive-unit-1-bedroom-marina-view-for-f-2/
Amazingly Priced 1 Bedroom | Marina View,Dubai Marina,Escan Tower,60000,1 Bedrooms,1 Bathrooms,74,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/amazingly-priced-2-bedroom-marina-view-2/
"Chiller Free - Amazing Deal With Beautiful JBR and Sea View 1 BHK with BaLcony, Just 60k",Dubai Marina,Marina Wharf 1,60000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/quot-amazing-dealquot-full-sea-view-39-jbr-2/
1 BR WITH BEST PRICE AND BEAUTIFUL VIEW IN THE HEART OF MARINA (PINNACLE TOWER),Dubai Marina,Marina Pinnacle,60000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/1-br-with-best-price-and-beautiful-view-in-2/
1BR |Furnished with SZR View | Manchester,Dubai Marina,Manchester Tower,60000,1 Bedrooms,2 Bathrooms,500,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/1br-furnished-with-szr-view-manchester-2/
Move In Today-Conveniently Located Near Main Road,Dubai Marina,Escan Tower,60000,1 Bedrooms,1 Bathrooms,878,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/move-in-today-conveniently-located-near-ma-2/
"Spacious 1 BHK,Sea View,Chiller included",Dubai Marina,Marina Pinnacle,60000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/spacious-1-bhk-sea-view-chiller-included-2/
"SPACIOUS 1BR FOR RENT IN MARINA PINNACLE TOWER,,60K",Dubai Marina,Marina Pinnacle,60000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/spacious-1br-for-rent-in-marina-pinnacle-t-2/
"Furnished 1BR in Dream Tower, Dubai Marina",Dubai Marina,Dream Tower,60000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/furnished-1br-in-dream-tower-dubai-marina--2/
FULLY FURNISHED 1 BEDROOM IN MARINA NEAR METRO,Dubai Marina,,60000,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/fully-furnished-1-bedroom-in-marina-near-m-2/
Move In Today- Live close to Tram Station  Main Road,Dubai Marina,Escan Tower,60000,1 Bedrooms,1 Bathrooms,870,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/move-in-today-live-close-to-tram-station-m-2/
OVERWHELMING MARINA VIEW| CHILLER FREE| 1BHK,Dubai Marina,Escan Tower,60000,1 Bedrooms,1 Bathrooms,789,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/overwhelming-marina-view-chiller-free-1bhk-2/
Chiller Free Full Sea viewJBR View 1 BHK with balcony Ready to Move only 60k In Marina Wharf,Dubai Marina,Marina Wharf,60000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/quot-chiller-freequot-full-sea-view-39-jbr-2/
FULL MARINA VIEW   HIGH FLOOR CLOSE METRO 60k,Dubai Marina,Marina Wharf,60000,1 Bedrooms,2 Bathrooms,710,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/full-marina-view-high-floor-close-metro-67-2/
1 BED APT IN DIAMOND 4 NEAR METRO STATION 60K 4 CHEQS,Dubai Marina,Marina Diamond 4,60000,1 Bedrooms,1 Bathrooms,830,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/1-bed-apt-in-diamond-4-near-metro-station--2/
Closed Kitchen | Upgraded | Chiller free,Dubai Marina,DEC Towers,60000,1 Bedrooms,2 Bathrooms,692,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/closed-kitchen-upgraded-chiller-free-2/
1BR in Marina Pinnacle|SZR and Marina View,Dubai Marina,Marina Pinnacle,60000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/1br-in-marina-pinnacle-szr-and-marina-view-2/
spacious bright 1br/h in marina close to marina mall 60k,Dubai Marina,,60000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/spacious-bright-1brh-in-marina-close-to-ma-2/
Close to Metro 1Br Apt in Marina - ONE CHEQUE Only,Dubai Marina,Marina Diamond 4,60000,1 Bedrooms,1 Bathrooms,674,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/30/close-to-metro-1br-apt-in-marina-2-2/
Chiller Free !! Marina Wharf 1 - beautiful 1 Bed with Balcony Just 60k only,Dubai Marina,Marina Wharf 1,60000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/29/marina-wharf-1-beautiful-1-bed-with-balcon-2/
Front of JLT Metro Station 1BR in Marina Residence,Dubai Marina,,60000,1 Bedrooms,2 Bathrooms,667,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/29/-front-of-jlt-metro-station-1br-in-marina--2/
Chiller Free - Beautiful and amazing 1 Bedroom Hall with Balcony in Marina wharf 1,Dubai Marina,Marina Wharf 1,60000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/beautiful-and-amazing-1-bedroom-hall-with--2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
"ONE BEDROOM FOR RENT IN MARINA DIAMOND 1,,60K",Dubai Marina,Marina Diamond 1,60000,1 Bedrooms,2 Bathrooms,714,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/one-bedroom-for-rent-in-marina-diamond-1-6-2/
Vacant I Unfurnished I Low Floor,Dubai Marina,Marina Pinnacle,60000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/26/vacant-i-unfurnished-i-low-floor-2/
Live Close to Tram Station in Dubai Marina- Move In Now,Dubai Marina,Escan Tower,60000,1 Bedrooms,1 Bathrooms,870,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/live-close-to-tram-station-in-dubai-marina-2/
1 bedroom | Marina Diamond | Marina view,Dubai Marina,Marina Diamond 2,60000,1 Bedrooms,1 Bathrooms,645,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/21/1-bedroom-marina-diamond-marina-view-2/
Full Sea view| Good Price|Close to Metro,Dubai Marina,Manchester Tower,60000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/20/full-sea-view-good-price-close-to-metro-2/
Fully Furnished |1 bedroom | Marina view,Dubai Marina,Manchester Tower,60000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/20/fully-furnished-1-bedroom-marina-view-2/
"1bed room for rent in diamond 4 for 60,000 with 2 cheques",Dubai Marina,Marina Diamond 4,60000,1 Bedrooms,1 Bathrooms,680,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/20/1bed-room-for-rent-in-diamond-4-for-60-000-2/
"Fully furnished 1BR for rent in Dubai Marina, Manchester Tower for AED 60K/Yr",Dubai Marina,Manchester Tower,60000,1 Bedrooms,1 Bathrooms,517,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/3/fully-furnished-1br-for-rent-in-dubai-mari-2/
Next to Metro: 1 bedroom 60k Dubai Marina,Dubai Marina,Marina Diamond 3,60000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/30/next-to-metro-1-bedroom-60k-dubai-marina-2/
"MARINA,BEAUTIFUL 1 BEDROOM WITH 2 BATHROOM,NO SECURITY DEPOSIT,MARINA VIEW,CHILLER FREE",Dubai Marina,Escan Tower,60000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/27/dubai-marina-beautiful-1bhk-with-balconies-2/
Lovely 1 Bedroom Apt with Balcony in Inspiring View in Dubai Marina,Dubai Marina,Escan Tower,60000,1 Bedrooms,1 Bathrooms,792,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/19/lovely-1-bedroom-apt-with-balcony-in-inspi-2/
Unfurnished 1 BR with balcony Manchester,Dubai Marina,Manchester Tower,60000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/25/unfurnished-1-br-with-balcony-manchester-2/
spacious huge size 1bhk full marina view,Dubai Marina,Dream Tower,60000,1 Bedrooms,2 Bathrooms,715,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/1/spacious-huge-size-1bhk-full-marina-view-2/
Fully Furnished 1 Bed Panoramic-Dubai Marina,Dubai Marina,Panoramic Tower,60000,1 Bedrooms,2 Bathrooms,684,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/17/1-bed-panoramic-tower-dubai-marina-furnish-2/
Huge 1 Bedroom | Marina View | Free Chiller | DEC,Dubai Marina,DEC Towers,60000,1 Bedrooms,2 Bathrooms,823,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/1/huge-1-bedroom-marina-view-free-chiller-de-2/
"1 Bed, Marina View, Free A/C, Dec Tower2",Dubai Marina,DEC Towers,60000,1 Bedrooms,2 Bathrooms,823,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/22/1-bedroom-marina-view-free-chiller--2/
Dubai Marina Amazing 1br Apartment With Marina View,Dubai Marina,Marina Diamond 6,60000,1 Bedrooms,1 Bathrooms,836,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/8/dubai-marina-amazing-1br-apartment-with-ma-2/
"Available for rent well maintained unit , series 14 , big layout 837 sq ft , mid",Dubai Marina,Marina Pinnacle,60000,1 Bedrooms,2 Bathrooms,847,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/13/unfurnished-full-sea-view-high-floor-chill-2/
Marina Pinnacle I 1 Bed I Dubai Marina.,Dubai Marina,Marina Pinnacle,61000,1 Bedrooms,2 Bathrooms,930,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/marina-pinnacle-i-1-bed-i-dubai-marina-2/
SEA VIEW / STRAIGHT LAYOUT / 1BHK FOR RENT IN PINNACLE TOWER (DUBAI MARINA),Dubai Marina,Marina Pinnacle,61000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/23/sea-view-straight-layout-1bhk-for-rent-in--2/
Vacant - Marina View - Spacious,Dubai Marina,Marina Diamond 4,61999,1 Bedrooms,1 Bathrooms,707,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/vacant-marina-view-spacious-2/
Fully Furnished Apt in Marina Pinnacle,Dubai Marina,Marina Pinnacle,62000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/furnished-apt-in-marina-pinnacle-2/
"Cheapest Price, Marina View Near to Metro | 1 bedroom",Dubai Marina,,62000,1 Bedrooms,2 Bathrooms,680,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/cheapest-price-marina-view-near-to-metro-1-2/
Near Merto - Huge 820 sqft - Furnished 1 Bedroom in Manchester,Dubai Marina,Manchester Tower,62000,1 Bedrooms,2 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/2/near-merto-huge-820-sqft-furnished-1-bedro-2/
DEC T1 | 1 Bedroom Apartment | Furnished,Dubai Marina,DEC Towers,62000,1 Bedrooms,2 Bathrooms,948,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/dec-t1-1-bedroom-apartment-furnished-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Great Deal ! Sea View 1BR in Marina Crown,Dubai Marina,Marina Crown,62000,1 Bedrooms,2 Bathrooms,754,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/sea-view-1br-with-kitchen-appl-marina-crow-2/
Hot Deal!!!  1Bhk  In Dream Tower 1 Next To Metro Station Just in 62k,Dubai Marina,Dream Tower,62000,1 Bedrooms,2 Bathrooms,678,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/hot-deal-1br-in-dream-tower-next-to-metro--2/
Vacant | Sulafa Tower | Recently painted,Dubai Marina,Sulafa Tower,62000,1 Bedrooms,2 Bathrooms,724,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/vacant-sulafa-tower-recently-painted-2/
Huge 1br Apartment in Marina Pearl 1000 SQFT With 2 Bathroom Just @ 62k 4 cheques,Dubai Marina,Marina Pearl,62000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/huge-1br-apartment-in-marina-pearl-1000-sq-2/
"Hot! Large 1 BHK with Balcony + 2 Bathrooms + Closed Kitchen in Marina. (Near Metro, Tram Stations)",Dubai Marina,Marina Pearl,62000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/13/hot-deal-huge-1-bhk-with-balcony-closed-ki-2/
1 BEDROOM FULLY FURNISHED IN MARINA DIAMOND NEAR METRO,Dubai Marina,Marina Diamond 5,62000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/1-bedroom-fully-furnished-in-marina-diamon-2/
Chiller Freeâ Furnished 1 BR âNear Metro,Dubai Marina,Dream Tower,62000,1 Bedrooms,2 Bathrooms,786,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/exclusive-1-br-near-metro-best-price--2/
Studio | Full Marina View | Available Now,Dubai Marina,Marina View Tower B,62000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/studio-full-marina-view-available-now-2/
Hot Deal 1 Bedroom with Marina View - Un-Furnished Apt,Dubai Marina,Marina Diamond 4,62000,1 Bedrooms,1 Bathrooms,714,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/25/hot-deal-1-bedroom-with-marina-view-un-fur-2/
Marina Pinnacle Large 1 Bedroom on High Floor,Dubai Marina,Marina Pinnacle,62000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/21/marina-pinnacle-large-1-bedroom-on-high-fl-2/
1 bedroom for rent with lake view in  Marina Diamond 5,Dubai Marina,Marina Diamond 3,62000,1 Bedrooms,2 Bathrooms,714,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/20/1-bedroom-for-rent-with-lake-view-in-marin-2/
"Dream Tower 1Bedroom, 6Chqs Payment, Free AC Charges",Dubai Marina,,63000,1 Bedrooms,1 Bathrooms,790,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/dream-tower-1bedroom-6chqs-payment-free-ac-2/
EXCLUSIVE UNIT FULLY FURNISHED - MARINA VIEW 1 BR FOR RENT IN MARINA DIAMOND 5,Dubai Marina,Marina Diamond 5,63000,1 Bedrooms,2 Bathrooms,768,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/exclusive-unit-fully-furnished-marina-view-2/
"One Bedroom in Pool Level with Huge Terrace, Near Metro",Dubai Marina,Dream Tower,63000,1 Bedrooms,1 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/one-bedroom-in-pool-level-with-huge-terrac-2/
"Close to Metro 1Bedroom in Dubai Marina, 6Chqs",Dubai Marina,Dream Tower,63000,1 Bedrooms,1 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/close-to-metro-1bedroom-in-dubai-marina-6c-2/
"Close To Metro, Tram, JBR, No AC Charges, Dubai Marina",Dubai Marina,,63000,1 Bedrooms,1 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/close-to-metro-tram-jbr-no-ac-charges-duba-2/
Next to Metro Station  | Fully Furnished,Dubai Marina,Dream Tower,63000,1 Bedrooms,2 Bathrooms,680,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/next-to-metro-station-fully-furnished-2/
Near to Metro Station I 1 BR I  Marina Diamond 6,Dubai Marina,Marina Diamond 6,63000,1 Bedrooms,2 Bathrooms,716,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/near-to-metro-station-i-1-br-i-marina-diam-2/
"Partial Marina View, 1 Bed with Balcony",Dubai Marina,Marina Diamond 6,63000,1 Bedrooms,2 Bathrooms,714,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/30/partial-marina-view-1-bed-with-balcony-2/
"1Bedroom, Dream Tower, Dubai Marina, Near Metro",Dubai Marina,,63000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/1bedroom-dream-tower-dubai-marina-near-met-2/
"One Bedroom, 6Cheques Payment, No AC Charges, Dubai Marina",Dubai Marina,,63000,1 Bedrooms,1 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/one-bedroom-6cheques-payment-no-ac-charges-2/
Pool Level One Bedroom with huge terrace,Dubai Marina,Dream Tower,63000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/pool-level-one-bedroom-with-huge-terrace-2/
"One Bedroom Payable up to 6Chqs, Near Metro, Dubai marina",Dubai Marina,,63000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/one-bedroom-payable-up-to-6chqs-near-metro-2/
"No Chiller Charges, Close To Metro, Dubai Marina",Dubai Marina,,63000,1 Bedrooms,1 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/no-chiller-charges-close-to-metro-dubai-ma-2/
"Dubai Marina,1BR, Next To Metro,6 cheques, Chiller Free",Dubai Marina,Dream Tower,63000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/one-bedroom-good-price-near-to-metrotram-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
"Next To Metro, 6 Cheques, 1BR, Dubai Marina,Free AC",Dubai Marina,,63000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/one-bedroom-no-ac-charges-4-cheques-near-m-2/
Good Condition Semi Furnished 1BR High Floor,Dubai Marina,Marina Diamond 4,63000,1 Bedrooms,1 Bathrooms,753,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/1br-with-kitchen-appliances-marina-diamond-2/
"One Bedroom Close to Metro, 6Chqs Payment",Dubai Marina,,63000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/one-bedroom-close-to-metro-6chqs-payment-2/
Vacant 1 BR Apt For Rent in Marina Crown,Dubai Marina,Marina Crown,63000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/fully-furnished-apt-for-rent-marinacrown-2/
"Fully Furnished 1 BR For Rent Panoramic,",Dubai Marina,Panoramic Tower,64000,1 Bedrooms,2 Bathrooms,600,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/fully-furnished-1-br-for-rent-panoramic--2/
"Dubai Marina - Close to JBR Walk || 1 Bed Room || 800 sq ft, Ready to occupy @ AED 64 K",Dubai Marina,,64000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/dubai-marina-close-to-jbr-walk-1-bed-room--2/
"Chiller Free 1 BHK with balcony In (MARINA WHARF) High Floor Pool View Only For 64,000/-",Dubai Marina,Marina Wharf,64000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/26/chiller-free-1-bhk-with-balcony-in-marina--2/
